FW_Word
/PAKYU|EXPR
/ZEBBY|NNC
/ZAMORO|NNC
/MABANGO|ADJ
/BWISET|EXPR
/IBBARA|NNC
/JHELD|NNC
/PUNYETA|EXPR
/HULAS|ADJ
/SINISIPON|ADJ
/NANAMAN|CCP
/PANGET|ADJ
/PASABI|VB
/SNAZZYMNLA|NNC
/SKUSTA|NNC
/JOWA|NNC
/KUPAL|EXPR
/POKPOK|EXPR
/PUTANGINA|EXPR
/GCASH|NNC
/PUCHA|EXPR
/TSAKA|CCP
/PAKSHET|EXPR
/SINEND|VB
/PORKET|CCP
/AMPUTA|EXPR
/SYEMPRE|RBF
/GGX|NNC
/BUNGOL|ADJ
/ANTAY|VB
/LELEAVE|VB
/GANTO|PRP
/MAUUTAK|ADJ
/JOJOKE|VB
/JEONGHAN|NNC
/ABUNJING|NNC
/TANGINA|EXPR
/LOUISSE|NNC
/IGGIVE|VB
/MACAPTION|ADJ
/TINRABAHO|VB
/SHINISHIP|VB
/LAYU|ADJ
/LAYUAN|VB
/TLAGA|EXPR
/OMEGLE|NNC
/PAKILUBOG|VB
/CHUCHU|EXPR
/GAGOALS|ADJ
/DEJOKE|EXPR
/TARANTADO|EXPR
/NINJAVAN|NNC
/INSTAGRAM|NNC
/FINOLLOW|VB
/MAGREPLY|VB
/EBBG|NNC
/CHARIZ|EXPR
/IACCEPT|VB
/NAVIEW|VB
/UNITHIEVES|NNC
/GUNGGONG|ADJ
/SHELSEA|NNC
/RERECORD|VB
/GRUMAGRADUATE|VB
/JAN|PRP
/POGI|ADJ
/PASCROLL|VB
/GEYBIN|NNC
/ISEND|VB
/MAGMOVE|VB
/CHANGBIN|NNC
/INAWAY|VB
/JAEHYUN|NNC
/NAPAHANAP|VB
/GAGRADUATE|VB
/INUPDATE|VB
/NIYONG|PRP
/IUNTOG|VB
/BALIKAN|VB
/ZONROX|NNC
/CHISMIS|NNC
/TWITTTER|NNC
/JUNARD|NNC
/CHINGGAY|NNC
/NAKAKA|RBF
/ULOL|EXPR
/PWINSESH|NNC
/LANDIIN|VB
/ICOVERUP|VB
/NOVDEC|NNC
/JAEHYUK|NNC
/TIKTOK|NNC
/MALOLOS|NNC
/CHISMOSA|ADJ
/EUNCHAE|NNC
/IPARTNER|VB
/LAPTRIP|ADJ
/TAWANG|VB
/BADTRIP|ADJ
/SHUTA|EXPR
/INAANO|VB
/NUTRIBUN|NNC
/HUHUJHGUG|FW
/TTWEET|VB
/BAWI|VB
/TKKPOP|NNC
/TANGINAMO|EXPR
/SMTOWN|NNC
/LIPAT|VB
/JYP|NNC
/INUTIL|ADJ
/AGUY|ADJ
/ARAY|ADJ
/TIGASIN|ADJ
/MAICA|NNC
/LNPH|NNC
/MOREGRABCARSNOW|FW
/SHOSHOOT|VB
/MINADALI|RBF
/MHIE|NNC
/KAKAINTERACT|VB
/GHORLS|NNC
/TANGAINA|EXPR
/MIMISS|VB
/NAEEXCITE|ADJ
/HAJDUAJSUAHAUSH|FW
/LAGLAG|VB
/CHZ|EXPR
/BWISIT|EXPR
/KEYT|NNC
/ZYREN|NNC
/IHATE|VB
/ARISSE|NNC
/DOROMAL|NNV
/PAUWI|VB
/TATALON|VB
/LANY|NNC
/NILALAGNAT|VB
/PAPALAYASIN|VB
/DELULU|ADJ
/REREVIEW|VB
/ANTUKIN|ADJ
/COCONFIRM|VB
/GASUL|NNC
/IOFF|VB
/BADUY|ADJ
/LUMOTS|NNC
/HAYSS|EXPR
/AYOKO|EXPR
/CANVA|NNC
/NORENMIN|FW
/PARELAX|VB
/IZEK|NNC
/BONGGA|ADJ
/NANLIIT|VB
/GAGI|EXPR
/PINAPAG|VB
/INGGITAN|VB
/LUMANDI|VB
/PYESA|NNC
/SANAOL|EXPR
/KAKAINIS|ADJ
/TITIGAN|VB
/TCVS|NNC
/JEJEMON|ADJ
/DONBELLE|NNC
/LHIPKRAM|NNC
/GANIYAN|PRP
/HAYST|EXPR
/KIKILIGIN|VB
/SUNGHOON|NNC
/KINAREER|VB
/JAJUMBO|ADJ
/ASUNGOT|ADJ
/SINAVE|VB
/PINTEREST|NNC
/MAGBESTIE|ADJ
/TAENA|EXPR
/KINIKILIG|VB
/HYUNJIN|NNC
/LETCHENG|EXPR
/PWET|EXPR
/NADAPA|VB
/MAOPEN|VB
/KINILIG|VB
/JUNGKOOK|NNC
/AARAL|VB
/IPANOTARY|VB
/JEMPOY|NNC
/ONTING|ADJ
/JOSSREI|NNC
/KAKAUNINSTALL|VB
/ULET|RBF
/YOUNGEUN|NNC
/ITULOG|VB
/SELCA|NNC
/IVERIFY|VB
/TADTARIN|VB
/JAYKE|NNC
/ENHA|NNC
/NAMOVE|VB
/COCOMMUTE|VB
/WINALA|VB
/INUMAN|VB
/AMPOTEK|EXPR
/MAGSIREPLY|VB
/LICHI|EXPR
/KAGIGIL|ADJ
/COCONCERT|VB
/POPROMOTE|VB
/SEOHYUN|NNC
/SUKHOON|NNC
/SWERTE|ADJ
/AXIE|NNC
/TWEETS|NNC
/KABUBUKAS|VB
/SHOPEE|NNC
/JEONGCHEOL|NNC
/HETO|PRS
/MAIMAGINE|VB
/PAKISS|VB
/BEBS|NNC
/ABANGERS|ADJ
/TIGILAN|VB
/PAPAFOLLOW|VB
/GANAPS|NNC
/GTLT|NNC
/ANDOON|PRS
/JAPEARL|NNC
/BLINOCK|VB
/AMPOGI|ADJ
/UNGAS|EXPR
/BOBONG|EXPR
/KUMUKULAM|VB
/BANTUTAN|ADJ
/PERSIDA|NNC
/SINEARCH|VB
/PEYT|NNC
/HINDOT|EXPR
/PAKASAL|VB
/ADMU|NNC
/MALAIT|VB
/MASASAGOT|VB
/MAKISS|VB
/HULE|VB
/AKINSE|NNC
/GIGIL|VB
/JAEMIN|NNC
/IRETO|VB
/GINULO|VB
/SHARMAINE|NNC
/GWAGWAPO|VB
/TANGENA|EXPR
/RALD|NNC
/KILABUTAN|VB
/REREKLAMO|VB
/GOPURI|NNC
/CROOMF|NNC
/NAYEON|NNC
/HODY|NNC
/GHURL|NNC
/BULSA|NNC
/MATUTULOG|VB
/BCLISTERS|FW
/GORL|NNC
/JAYB|NNC
/JINYOUNG|NNC
/RINIG|VB
/ARANYAKA|NNC
/SUNGTARO|NNC
/TUTAL/CCP
/CHINACHAT|VB
/QMESS|NNC
/KINGINA|EXPR
/ACCLA|NNC
/DEIB|NNC
/BELIFT|NNC
/GERRYKUPS|NNC
/BIBILIS|ADJ
/NAGCHAT|VB
/CALIXS|NNC
/MEMENTAL|VB
/TWINEET|VB
/JUNGWOO|NNC
/ICELEBRATE|VB
/SEUNGKWAN|NNC
/JUNGWON|NNC
/KAINIS|ADJ
/ITUTULOG|VB
/INUPLOAD|VB
/SUSUNGHOON|VB
/FFIRST|FW
/V|FW
/SKYPEIA|FW
/THOMASIAN|NNC
/ATENEAN|NNC
/NALOCK|VB
/MHELJEN|NNC
/KABEBE|NNC
/THORD|NNC
/KALOKA|VB
/WONIE|NNC
/PAWER|NNC
/AMPOTA|EXPR
/SESELPON|VB
/PMNL|NNC
/AGAW|VB
/KAMUSTA|EXPR
/ANDITO|PRS
/MAGUPLOAD|VB
/MAGPARTY|VB
/PANIRA|ADJ
/NASSTRESS|VB
/DESERB|EXPR
/MAEXPOSE|VB
/YEUWJ|NNC
/HAMBALUSIN|VB
/KORIQUE|EXPR
/DYIB|NNC
/LHOR|NNC
/BASAGOLEROWS|ADJ
/WATTPAD|NNC
/PLEDIS|NNC
/POTANGINA|EXPR
/KAKAGISING|VB
/MISMAM|NNC
/JUNHUI|NNC
/RRHEIN|NNC
/EEXPECT|VB
/PHILHEALTH|NNC
/RAJJ|NNC
/NAKAKAINIS|ADJ
/NASPOIL|VB
/TUMOTOXIC|ADJ
/DUSTINE|NNC
/JUNHAO|NNC
/PAREPAREHAS|PRS
/WOOY|EXPR
/YOWO|NNC
/ANSAKIT|ADJ
/DEZA|NNC
/SIPAG|ADJ
/GWAPO|ADJ
/JISUNG|NNC
/STSG|NNC
/SAGAD|RBF
/SKWATING|VB
/UUGALI|NNC
/PABENTE|VB
/PAIYAKIN|VB
